"","states2","states3","states4","states5","states6"
"158",2,2,2,2,5
"159",2,2,2,2,5
"160",2,2,2,2,5
"161",2,1,1,4,6
"162",2,2,4,5,5
"163",2,2,2,2,5
"164",2,2,2,2,5
"165",2,2,2,2,5
"166",1,1,1,4,6
"167",1,1,1,4,6
"168",1,1,1,4,6
"169",1,1,1,4,6
"170",1,1,1,1,1
"171",1,1,1,1,1
"172",1,1,1,1,1
"173",1,1,1,4,6
"174",1,1,4,5,6
"175",2,2,2,2,5
"176",2,2,2,2,5
"177",2,2,2,2,5
"178",2,2,2,2,5
"179",1,1,1,4,6
"180",1,1,4,4,6
"181",2,2,2,5,5
"182",2,2,2,2,5
"183",2,1,1,4,6
"184",2,2,4,5,5
"185",2,2,2,2,5
"186",2,2,2,2,5
"187",1,1,1,4,6
"188",1,1,1,4,6
"189",2,2,4,5,6
"190",2,2,3,3,4
"191",2,2,3,3,2
"192",2,2,3,3,2
"193",2,2,3,3,3
"194",2,2,3,3,4
"195",2,2,3,3,2
"196",2,3,3,3,2
"197",2,3,3,3,2
"198",2,3,3,3,2
"199",2,3,3,3,2
"200",1,1,1,1,1
"201",1,1,1,1,1
"202",1,1,1,4,6
"203",1,1,1,4,6
"204",2,2,4,5,4
"205",2,3,3,3,2
"206",2,3,3,3,2
"207",2,3,3,3,2
"208",2,3,3,3,2
"209",1,1,1,1,3
"210",1,1,1,1,3
"211",1,2,4,4,3
"212",2,2,2,5,4
"213",2,2,2,2,2
"214",2,2,2,2,2
"215",1,1,1,4,3
"216",1,1,1,4,3
"217",2,2,4,5,4
"218",2,2,3,3,2
"219",2,2,3,3,2
"220",2,3,3,3,2
"221",2,3,3,3,2
"222",1,1,1,4,3
"223",1,1,1,1,1
"224",1,1,1,1,1
"225",1,1,1,4,6
"226",1,1,1,4,6
"227",1,1,1,4,6
"228",1,1,1,4,6
"229",1,1,1,1,6
"230",1,2,4,5,4
"231",2,2,3,3,2
"232",1,1,1,1,1
"233",1,1,1,1,1
"234",1,1,1,4,6
"235",1,2,4,5,5
"236",1,2,2,3,5
"237",1,1,1,1,1
"238",1,1,1,4,6
"239",1,1,1,4,6
"240",1,1,1,4,6
"241",1,1,1,4,6
"242",1,1,1,4,6
"243",1,1,4,4,6
"244",1,1,2,4,5
"245",1,1,1,4,1
"246",1,1,1,4,6
"247",1,1,1,4,6
"248",1,1,4,5,6
"249",2,2,3,3,4
"250",2,2,3,3,2
"251",2,2,3,3,2
"252",2,3,3,3,2
"253",1,1,1,1,3
"254",1,1,1,1,3
"255",1,1,1,1,3
"256",1,1,4,5,4
"257",2,3,3,3,2
"258",2,3,3,3,3
"259",2,3,3,3,3
"260",2,1,1,3,3
"261",2,1,4,3,4
"262",2,3,3,3,2
"263",2,3,3,3,2
"264",2,3,3,3,2
"265",2,3,3,3,2
"266",2,3,3,3,2
"267",2,3,3,3,2
"268",2,3,3,3,2
"269",2,3,3,3,2
"270",2,3,3,3,2
"271",2,3,3,3,2
"272",2,3,3,3,2
"273",2,3,3,3,2
"274",2,3,3,3,2
"275",2,3,3,3,2
"276",1,1,1,1,1
"277",1,1,1,1,1
"278",1,1,4,5,6
"279",2,2,2,2,5
"280",2,2,2,2,5
"281",2,2,2,2,5
"282",2,2,2,2,5
"283",2,2,2,2,5
"284",2,2,2,2,5
"285",2,2,2,2,5
"286",1,1,1,1,1
"287",1,1,1,1,1
"288",1,1,1,1,1
"289",1,1,1,1,1
"290",1,1,1,4,6
"291",1,1,1,4,6
"292",1,1,1,4,6
"293",1,1,1,4,6
"294",1,1,4,5,6
"295",2,2,2,3,5
"296",2,2,2,3,5
"297",1,1,1,1,1
"298",1,1,4,5,6
"299",2,2,2,2,5
"300",2,2,2,2,5
"301",2,2,2,2,5
"302",2,2,2,2,5
"303",2,2,2,2,5
"304",2,2,2,2,5
"305",2,2,2,2,5
"306",2,2,2,2,5
"307",2,2,2,2,5
"308",2,2,2,2,5
"309",2,2,2,2,5
"310",2,2,2,2,5
"311",1,1,1,4,6
"312",1,1,1,4,6
"313",2,2,4,5,5
"314",2,2,2,2,5
"315",2,2,2,2,5
"316",2,2,2,2,5
"317",2,2,2,2,5
"318",2,2,2,2,5
"319",2,2,2,2,5
"320",2,2,2,2,5
"321",2,2,2,4,6
"322",2,2,2,5,5
"323",2,2,2,2,5
"324",2,2,2,2,5
"325",2,1,1,4,6
"326",2,2,4,5,6
"327",2,2,2,2,5
"328",2,2,2,2,5
"329",2,2,2,2,5
"330",2,2,2,2,5
"331",2,2,2,2,5
"332",2,2,2,2,5
"333",2,2,2,2,5
"334",2,2,2,2,5
"335",2,2,2,2,5
"336",2,2,2,2,5
"337",2,2,2,2,5
"338",1,1,1,1,1
"339",1,1,1,1,1
"340",1,1,1,1,6
"341",1,1,4,4,6
"342",1,1,2,4,6
"343",1,1,1,4,6
"344",1,1,1,4,6
"345",1,1,1,4,6
"346",1,1,1,4,6
"347",1,1,1,4,6
"348",1,1,1,4,6
"349",1,1,1,4,6
"350",1,1,4,4,6
"351",2,2,2,5,5
"352",2,2,2,2,5
"353",2,2,2,2,5
"354",2,2,2,2,5
"355",2,2,2,2,5
"356",2,2,2,2,5
"357",2,2,2,2,5
"358",2,2,2,2,5
"359",2,2,2,2,5
"360",2,2,2,2,5
"361",2,2,2,2,5
"362",2,2,2,2,5
"363",2,2,2,2,5
"364",1,1,1,4,6
"365",1,1,1,4,6
"366",1,1,1,4,6
"367",1,2,4,5,6
"368",1,2,2,2,5
"369",1,1,1,4,6
"370",1,1,4,5,6
"371",2,3,3,3,5
"372",2,1,3,3,5
"373",1,1,1,1,1
"374",1,1,1,4,6
"375",1,2,4,5,6
"376",2,2,2,2,5
"377",2,2,1,4,6
"378",2,2,4,5,6
"379",2,2,3,3,4
"380",2,2,3,3,2
"381",2,2,3,3,2
"382",2,3,3,3,2
"383",2,1,1,4,3
"384",2,1,1,4,3
"385",2,2,4,5,4
"386",2,2,3,3,2
"387",2,2,3,3,3
"388",2,2,3,3,4
"389",2,3,3,3,2
"390",2,3,3,3,2
"391",2,3,3,3,2
"392",2,3,3,3,2
"393",2,3,3,3,2
"394",2,3,3,3,2
"395",2,3,3,3,2
"396",1,1,1,4,3
"397",1,1,1,4,3
"398",1,1,1,4,1
"399",1,1,4,5,6
"400",2,2,2,2,5
"401",2,2,2,2,5
"402",1,1,1,1,1
"403",1,1,1,1,1
"404",2,1,4,5,4
"405",2,3,3,3,2
"406",2,3,3,3,2
"407",2,3,3,3,2
"408",2,1,1,4,3
"409",2,2,4,5,4
"410",2,2,3,3,2
"411",1,1,1,1,1
"412",1,1,1,1,1
"413",2,1,4,5,4
"414",2,3,3,3,2
"415",2,3,3,3,2
"416",2,3,3,3,2
"417",2,3,3,3,2
"418",2,3,3,3,2
"419",2,3,3,3,2
"420",2,3,3,3,2
"421",2,3,3,3,2
"422",2,3,3,3,2
"423",2,3,3,3,2
"424",2,3,3,3,2
"425",2,3,3,3,2
"426",2,3,3,3,2
"427",2,3,3,3,2
"428",2,3,3,3,2
"429",2,3,3,3,2
"430",2,3,3,3,2
"431",2,3,3,3,2
"432",1,1,1,1,3
"433",1,1,1,1,1
"434",1,1,1,4,6
"435",1,1,4,5,6
"436",2,3,3,3,5
"437",2,3,3,3,5
"438",1,1,3,3,1
"439",2,3,3,3,2
"440",2,3,3,3,2
"441",2,1,1,4,3
"442",2,3,4,5,4
"443",2,3,3,3,2
"444",2,3,3,3,2
"445",2,3,3,3,2
"446",2,3,3,3,2
"447",2,3,3,3,2
"448",2,3,3,3,2
"449",2,3,3,3,2
"450",2,1,1,4,3
"451",2,3,4,5,4
"452",2,3,3,3,2
"453",2,3,3,3,2
"454",2,3,3,3,2
"455",2,3,3,3,2
"456",2,3,3,3,2
"457",2,3,3,3,2
"458",2,3,3,3,2
"459",2,3,3,3,3
"460",2,3,3,3,3
"461",1,1,1,1,3
"462",1,1,1,1,3
"463",2,2,4,5,4
"464",2,2,2,2,2
"465",2,2,2,2,3
"466",2,2,2,2,4
"467",2,2,2,2,2
"468",2,1,1,4,3
"469",2,2,4,5,4
"470",2,2,3,3,2
"471",2,2,3,3,2
"472",2,3,3,3,2
"473",2,3,3,3,2
"474",2,3,3,3,2
"475",2,3,3,3,2
"476",2,3,3,3,2
"477",1,1,1,1,1
"478",1,1,4,5,6
"479",2,3,3,3,5
"480",2,3,3,3,5
"481",2,3,3,3,5
"482",1,1,1,4,6
"483",1,1,1,4,6
"484",1,1,1,4,6
"485",1,1,4,4,6
"486",2,2,2,5,5
"487",2,2,2,2,5
"488",2,2,2,2,5
"489",2,2,2,2,5
"490",1,1,1,1,1
"491",1,1,1,4,6
"492",1,1,4,4,6
"493",2,2,2,5,5
"494",2,2,2,2,5
"495",2,2,2,2,5
"496",2,2,2,2,5
"497",2,2,2,2,5
"498",2,2,2,2,5
"499",2,2,2,2,5
"500",2,2,2,2,5
"501",2,2,2,2,5
"502",2,2,2,2,5
"503",2,2,2,2,5
"504",2,2,2,2,5
"505",2,2,2,2,5
"506",2,2,2,2,5
"507",2,2,2,2,5
"508",2,2,2,2,5
"509",2,2,2,2,5
"510",2,2,2,2,5
"511",2,2,2,2,5
"512",2,2,2,2,5
"513",2,2,2,2,5
"514",2,2,2,2,5
"515",2,2,2,2,5
"516",2,2,2,2,5
"517",2,2,2,2,5
"518",2,2,2,2,5
"519",2,2,2,2,5
"520",2,2,2,2,5
"521",2,2,2,2,5
"522",2,2,2,2,5
"523",2,2,2,2,5
"524",2,2,2,2,5
"525",2,2,2,2,5
"526",2,2,2,2,6
"527",2,2,2,2,5
"528",2,2,2,2,5
"529",2,2,2,2,5
"530",2,2,2,2,5
"531",2,2,2,2,5
"532",2,2,2,2,5
"533",2,2,2,2,5
"534",2,2,2,2,5
"535",2,2,2,2,5
"536",1,1,1,4,6
"537",1,1,1,1,1
"538",1,1,4,5,6
"539",2,2,2,2,5
"540",2,2,2,2,5
"541",2,2,2,2,5
"542",2,2,2,2,5
"543",2,2,2,2,5
"544",2,2,2,2,5
"545",2,3,3,2,5
"546",2,3,3,3,2
"547",2,3,3,3,2
"548",1,1,1,1,1
"549",1,1,1,1,1
"550",1,1,1,1,1
"551",1,1,1,4,6
"552",1,1,1,4,6
"553",1,1,1,4,6
"554",1,1,4,4,6
"555",2,2,3,5,4
"556",2,2,3,3,2
"557",1,1,1,1,3
"558",1,1,1,4,3
"559",1,1,1,4,3
"560",2,2,4,5,4
"561",2,3,3,3,2
"562",2,3,3,3,2
"563",2,3,3,3,2
"564",2,3,3,3,2
"565",2,3,3,3,2
"566",2,3,3,3,2
"567",2,3,3,3,2
"568",2,3,3,3,2
"569",2,3,3,3,2
"570",2,3,3,3,2
"571",2,3,3,3,2
"572",2,3,3,3,2
"573",2,3,3,3,2
"574",2,3,3,3,2
"575",2,3,3,3,2
"576",2,3,3,3,2
"577",2,3,3,3,2
"578",2,3,3,3,2
"579",2,3,3,3,2
"580",1,1,1,4,3
"581",1,1,1,4,3
"582",1,1,1,4,3
"583",1,1,1,4,3
"584",2,1,4,5,4
"585",2,3,3,3,2
"586",1,1,1,1,1
"587",1,1,1,1,6
"588",2,2,4,5,5
"589",2,2,2,3,5
"590",1,1,1,1,1
"591",1,1,1,1,1
"592",1,1,1,4,6
"593",1,1,1,4,6
"594",1,1,1,4,6
"595",2,3,4,5,4
"596",2,3,3,3,2
"597",2,3,3,3,2
"598",2,3,3,3,2
"599",2,3,3,3,2
"600",2,3,3,3,2
"601",2,3,3,3,2
"602",2,3,3,3,2
"603",2,3,3,3,2
"604",2,1,3,4,3
"605",2,2,3,5,4
"606",2,2,3,2,2
"607",1,1,1,4,3
"608",1,1,1,4,1
"609",1,1,1,4,6
"610",1,1,1,4,6
"611",1,1,1,4,6
"612",2,2,4,5,5
"613",2,2,2,2,5
"614",2,2,2,2,5
"615",2,2,2,2,5
"616",1,1,1,1,1
"617",1,1,1,1,1
"618",1,1,1,1,1
"619",1,1,1,1,1
"620",1,1,1,1,1
"621",1,1,1,4,6
"622",2,3,4,5,4
"623",2,3,3,3,2
"624",2,3,3,3,2
"625",2,3,3,3,2
"626",2,3,3,3,2
"627",2,3,3,3,2
"628",2,3,3,3,2
"629",2,3,3,3,2
"630",2,3,3,3,2
"631",2,3,3,3,2
"632",2,3,3,3,2
"633",2,3,3,3,2
"634",2,3,3,3,2
"635",2,3,3,3,2
"636",2,3,3,3,2
"637",2,3,3,3,2
"638",2,3,3,3,2
"639",2,3,3,3,2
"640",2,3,3,3,2
"641",2,3,2,2,5
"642",2,3,2,2,5
"643",2,3,2,2,5
"644",2,3,2,2,5
"645",2,3,2,2,5
"646",2,3,2,2,5
"647",2,3,2,2,5
"648",2,3,2,2,5
"649",2,1,2,4,6
"650",2,2,2,2,5
"651",2,2,2,2,5
"652",2,2,2,2,5
"653",2,2,2,2,5
"654",2,2,2,2,5
"655",2,2,2,2,5
"656",2,2,2,2,5
"657",2,2,2,2,5
"658",2,2,2,2,5
"659",2,2,2,2,5
"660",2,2,2,2,5
"661",2,2,2,2,5
"662",2,2,2,2,5
"663",2,2,2,2,5
"664",2,2,2,2,5
"665",2,2,2,2,5
"666",2,2,2,2,5
"667",2,2,2,2,5
"668",2,2,2,2,5
"669",2,2,2,2,5
"670",2,2,2,2,5
"671",2,2,2,2,5
"672",2,2,2,2,5
"673",2,3,2,2,5
"674",1,1,1,4,6
"675",1,1,1,4,6
"676",2,2,4,5,5
"677",2,2,3,3,5
"678",1,1,1,4,6
"679",1,1,1,4,6
"680",1,1,1,4,6
"681",2,2,4,5,5
"682",2,2,2,2,5
"683",2,2,2,2,5
"684",2,2,2,2,5
"685",2,2,2,2,5
"686",2,2,2,2,5
"687",2,2,2,2,5
"688",2,2,2,2,5
"689",2,2,2,2,5
"690",2,2,2,2,5
"691",2,2,2,2,5
"692",2,2,2,4,6
"693",2,2,2,5,5
"694",2,2,2,2,5
"695",2,2,2,2,5
"696",2,2,2,2,5
"697",2,2,2,2,5
"698",2,2,2,2,5
"699",2,2,2,2,5
"700",2,2,2,2,5
"701",2,2,2,2,5
"702",2,2,2,2,5
"703",2,2,2,2,5
"704",2,2,2,2,5
"705",1,1,1,4,6
"706",1,2,4,4,6
"707",1,2,2,4,6
"708",1,2,2,4,6
"709",1,2,2,4,6
"710",1,1,1,4,6
"711",1,1,1,4,6
"712",1,1,1,4,6
"713",2,2,4,5,5
"714",2,2,2,2,5
"715",2,2,2,2,5
"716",2,2,2,2,5
"717",2,2,2,2,5
"718",2,2,2,2,5
"719",2,2,2,2,5
"720",2,2,2,2,5
"721",2,2,2,2,5
"722",2,2,2,2,5
"723",2,2,2,2,5
"724",2,2,2,2,5
"725",2,2,2,2,5
"726",2,2,2,2,5
"727",2,2,1,4,6
"728",2,2,4,4,6
"729",2,2,3,5,4
"730",2,3,3,3,2
"731",2,3,3,3,2
"732",2,3,3,3,2
"733",2,3,3,3,2
"734",2,3,3,3,2
"735",2,3,3,3,2
"736",2,3,3,3,2
"737",2,3,3,3,2
"738",2,3,3,3,2
"739",2,3,3,3,2
"740",2,3,3,3,2
"741",2,1,1,4,3
"742",2,1,4,5,4
"743",2,3,3,3,2
"744",2,3,3,3,2
"745",2,3,3,3,2
"746",2,3,3,3,2
"747",2,3,3,3,2
"748",2,3,3,3,2
"749",2,3,3,3,2
"750",2,1,3,3,3
"751",2,3,3,3,2
"752",2,3,3,3,2
"753",2,3,3,3,2
"754",2,3,3,3,2
"755",2,3,3,3,2
"756",2,3,3,3,2
"757",2,3,3,3,2
"758",2,3,3,3,2
"759",2,3,3,3,2
"760",2,3,3,3,2
"761",2,3,3,3,2
"762",1,1,1,4,3
"763",1,1,4,5,4
"764",2,3,3,3,2
"765",2,3,3,3,2
"766",2,3,3,3,2
"767",2,3,3,3,2
"768",2,3,3,3,2
"769",2,3,3,3,2
"770",2,3,3,3,2
"771",2,3,3,3,2
"772",2,1,1,4,3
"773",2,2,1,4,3
"774",2,2,4,4,3
"775",2,2,3,5,4
"776",2,3,3,3,2
"777",2,3,3,3,2
"778",1,1,1,4,3
"779",1,1,1,4,3
"780",1,1,1,1,1
"781",1,1,4,5,4
"782",2,3,3,3,2
"783",2,3,3,3,2
"784",1,1,1,1,3
"785",1,1,1,1,1
"786",1,1,1,1,1
"787",1,1,1,4,6
"788",1,1,1,4,6
"789",1,1,1,4,6
"790",1,1,1,4,6
"791",1,1,4,5,4
"792",2,3,3,3,2
"793",2,3,3,3,2
"794",2,3,3,3,2
"795",2,3,3,3,2
"796",2,3,3,3,2
"797",1,1,3,3,3
"798",2,2,3,3,2
"799",2,2,1,4,3
"800",2,2,1,4,3
"801",2,2,1,4,3
"802",2,2,4,5,4
"803",2,3,3,3,2
"804",2,3,3,3,2
"805",1,1,1,1,1
"806",1,1,1,4,6
"807",1,1,1,1,1
"808",1,1,4,5,4
"809",2,3,3,3,2
"810",2,3,3,3,2
"811",2,3,3,3,2
"812",2,3,3,3,2
"813",2,3,3,3,5
"814",2,1,1,4,5
"815",2,2,4,5,5
"816",2,2,2,2,5
"817",2,2,2,2,5
"818",2,2,2,4,6
"819",2,2,2,5,5
"820",2,2,2,2,5
"821",2,2,2,2,5
"822",1,1,1,4,6
"823",1,1,1,4,6
"824",1,1,1,4,6
"825",1,1,1,4,6
"826",1,1,1,4,6
"827",2,2,4,5,4
"828",2,2,3,3,2
"829",2,2,3,3,2
"830",2,2,3,3,2
"831",2,2,3,3,2
"832",2,2,3,3,2
"833",2,2,3,3,2
"834",2,2,3,3,2
"835",2,2,3,3,2
"836",2,2,3,3,2
"837",2,2,3,3,2
"838",2,2,2,2,5
"839",2,2,2,2,5
"840",2,2,2,2,5
"841",2,2,2,2,5
"842",2,2,2,2,5
"843",2,2,2,2,5
"844",2,2,2,2,5
"845",1,1,1,1,1
"846",1,1,1,1,6
"847",2,2,4,5,5
"848",2,2,2,2,5
"849",2,2,2,2,5
"850",2,2,2,2,5
"851",2,2,2,2,5
"852",2,2,2,2,5
"853",1,1,1,4,6
"854",1,1,1,4,6
"855",2,2,4,5,5
"856",2,2,2,2,5
"857",2,2,2,2,5
"858",2,2,2,2,5
"859",2,2,2,2,5
"860",2,2,2,2,5
"861",2,2,2,2,5
"862",2,2,2,2,5
"863",2,2,2,2,5
"864",2,2,2,2,5
"865",2,2,2,2,5
"866",2,2,2,2,5
"867",2,2,2,2,5
"868",2,2,2,2,5
"869",2,2,2,2,5
"870",2,2,2,2,5
"871",2,2,2,2,5
"872",2,2,2,2,5
"873",2,2,2,2,5
"874",2,2,2,2,5
"875",2,2,2,2,6
"876",2,2,2,2,5
"877",2,2,2,2,5
"878",2,2,2,2,5
"879",2,2,2,2,5
"880",2,2,2,2,5
"881",2,2,2,2,5
"882",2,1,1,4,6
"883",2,2,4,5,5
"884",2,2,2,2,5
"885",2,2,2,2,5
"886",2,2,2,2,5
"887",2,2,2,2,5
"888",2,2,2,2,5
"889",2,2,2,2,5
"890",2,2,2,2,5
"891",2,2,2,2,5
"892",1,1,1,4,6
"893",1,1,1,4,6
"894",1,1,4,4,6
"895",2,2,2,5,5
"896",2,2,2,2,5
"897",2,2,2,2,5
"898",2,2,2,2,5
"899",2,2,2,2,5
"900",2,2,2,2,5
"901",2,2,2,2,5
"902",2,2,2,2,5
"903",2,2,2,2,5
"904",2,2,2,2,5
"905",2,2,2,2,5
"906",2,2,2,2,5
"907",2,2,2,2,5
"908",2,2,1,4,6
"909",2,2,4,5,4
"910",2,2,3,3,2
"911",2,3,3,3,2
"912",1,1,1,4,3
"913",1,1,1,4,3
"914",1,1,4,5,4
"915",2,3,3,3,2
"916",2,3,3,3,2
"917",2,3,3,3,2
"918",2,1,1,4,3
"919",2,2,1,4,3
"920",2,2,1,4,3
"921",2,2,4,5,3
"922",2,2,3,2,3
"923",2,2,3,4,3
"924",2,2,3,5,4
"925",2,3,3,3,2
"926",2,3,3,3,2
"927",1,1,1,4,3
"928",1,1,1,1,1
"929",1,1,1,1,1
"930",1,1,1,1,1
"931",2,1,4,5,4
"932",2,3,3,3,2
"933",2,3,3,3,2
"934",2,3,3,3,2
"935",1,1,3,3,3
"936",2,3,3,3,2
"937",2,3,3,3,2
"938",2,3,3,3,2
"939",2,3,3,3,2
"940",2,3,3,3,2
"941",2,3,3,3,2
"942",2,3,3,3,2
"943",1,1,1,1,1
"944",1,1,1,1,1
"945",1,1,1,1,1
"946",1,1,1,4,6
"947",2,2,4,5,4
"948",2,2,3,3,2
"949",2,3,3,3,2
"950",2,3,3,3,2
"951",2,3,3,3,2
"952",2,3,3,3,2
"953",2,3,3,3,3
"954",1,1,1,4,3
"955",1,1,1,4,3
"956",1,1,1,4,3
"957",1,2,4,5,4
"958",2,2,3,3,2
"959",2,2,3,3,3
"960",2,2,1,4,3
"961",2,2,1,4,3
"962",1,1,1,4,3
"963",1,1,1,4,3
"964",1,1,1,4,3
"965",1,2,1,4,3
"966",2,2,4,5,4
"967",2,2,3,3,2
"968",2,2,3,3,2
"969",2,3,3,3,2
"970",2,3,3,3,2
"971",1,1,1,1,1
"972",1,1,1,1,1
"973",1,1,1,1,1
"974",1,1,1,4,6
"975",2,2,4,4,6
"976",2,2,3,5,4
"977",2,3,3,3,2
"978",2,3,3,3,2
"979",2,1,1,4,3
"980",2,1,1,4,3
"981",2,2,4,5,4
"982",2,2,3,3,2
"983",2,2,3,3,2
"984",2,3,3,3,2
"985",2,3,3,3,2
"986",2,3,3,3,2
"987",2,3,3,3,2
"988",2,3,3,3,2
"989",1,1,1,1,1
"990",1,1,1,4,6
"991",2,2,4,5,5
"992",2,2,3,3,5
"993",2,2,3,3,5
"994",2,2,3,3,6
"995",2,2,3,3,4
"996",2,3,3,3,2
"997",2,3,3,3,2
"998",2,3,3,3,2
"999",2,3,3,3,2
"1000",2,3,3,3,2
"1001",2,3,3,3,2
"1002",2,3,3,3,2
"1003",2,3,3,3,2
"1004",2,3,3,3,2
"1005",2,3,3,3,2
"1006",2,3,3,3,2
"1007",1,1,1,1,3
"1008",1,1,4,5,4
"1009",2,3,3,3,2
"1010",2,3,3,3,2
"1011",1,1,1,1,1
"1012",1,1,1,4,6
"1013",1,1,1,4,6
"1014",1,1,1,1,6
"1015",1,1,4,5,6
"1016",2,2,3,3,5
"1017",1,1,1,4,6
"1018",1,1,1,4,6
"1019",2,1,4,5,4
"1020",2,3,3,3,2
"1021",2,3,3,3,2
"1022",2,3,3,3,2
"1023",2,3,3,3,2
"1024",1,1,1,4,3
"1025",1,1,1,4,3
"1026",1,1,1,4,3
"1027",1,1,1,4,3
"1028",1,1,4,4,3
"1029",2,2,2,5,4
"1030",2,2,2,3,2
"1031",2,2,2,3,2
"1032",1,1,1,1,3
"1033",1,1,1,1,1
"1034",1,1,1,1,1
"1035",1,1,1,4,6
"1036",1,1,1,4,6
"1037",1,1,1,4,6
"1038",1,2,4,5,6
"1039",2,2,2,2,5
"1040",2,2,2,2,5
"1041",2,2,2,2,5
"1042",2,2,2,2,5
"1043",2,2,2,2,5
"1044",1,1,1,4,6
"1045",1,1,1,4,6
"1046",2,2,4,5,5
"1047",2,2,2,2,5
"1048",2,2,2,2,5
"1049",2,2,2,2,5
"1050",2,2,2,2,5
"1051",2,1,1,4,6
"1052",2,1,4,5,6
"1053",2,2,2,2,5
"1054",2,2,2,2,5
"1055",2,2,2,2,5
"1056",2,2,2,2,5
"1057",2,2,2,2,5
"1058",2,2,2,2,5
"1059",1,2,2,2,5
"1060",1,1,1,1,1
"1061",1,1,1,4,6
"1062",2,2,4,5,5
"1063",2,2,2,2,5
"1064",2,2,2,2,5
"1065",2,2,2,2,5
"1066",1,1,1,4,6
"1067",1,1,1,4,6
"1068",1,1,1,4,6
